CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
TG,4580,THAI AIRWAYS,2024-11-11T20:25:00,2024-11-11T20:25:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
IZ,827,ARKIA  ISRAELI  AIRLINES,2024-11-11T20:35:00,2024-11-11T20:35:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,349-354,C,ON TIME,בזמן
DL,7453,DELTA AIRLINES,2024-11-11T20:55:00,2024-11-11T20:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,316,EL AL ISRAEL AIRLINES,2024-11-11T20:55:00,2024-11-11T20:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3176,SAS,2024-11-11T20:55:00,2024-11-11T20:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
VS,7494,VIRGIN ATLANTIC AIRWAYS,2024-11-11T20:55:00,2024-11-11T20:55:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,083,EL AL ISRAEL AIRLINES,2024-11-11T21:15:00,2024-11-11T21:15:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
QF,5018,QANTAS AIRWAYS,2024-11-11T21:15:00,2024-11-11T21:15:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
TG,4586,THAI AIRWAYS,2024-11-11T21:15:00,2024-11-11T21:15:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
6H,567,ISRAIR AIRLINES,2024-11-11T21:15:00,2024-11-11T21:15:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,12-15,A,ON TIME,בזמן
LY,974,EL AL ISRAEL AIRLINES,2024-11-11T21:45:00,2024-11-11T21:45:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,NOT FINAL,לא סופי
6H,738,ISRAIR AIRLINES,2024-11-11T22:10:00,2024-11-11T22:10:00,A,KTW,KATOWICE,קטוביץ,KATOWICE,פולין,POLAND,3,,,NOT FINAL,לא סופי
LY,084,EL AL ISRAEL AIRLINES,2024-11-11T21:50:00,2024-11-11T22:17:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
QF,5019,QANTAS AIRWAYS,2024-11-11T21:50:00,2024-11-11T22:17:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
TG,4585,THAI AIRWAYS,2024-11-11T21:50:00,2024-11-11T22:17:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
VN,3295,VIETNAM AIRLINES,2024-11-11T21:50:00,2024-11-11T22:17:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,FINAL,סופי
LY,544,EL AL ISRAEL AIRLINES,2024-11-11T22:35:00,2024-11-11T22:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,5118,EL AL ISRAEL AIRLINES,2024-11-11T19:45:00,2024-11-11T22:40:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,DELAYED,עיכוב
IZ,828,ARKIA  ISRAELI  AIRLINES,2024-11-11T22:55:00,2024-11-11T22:55:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,1,,,NOT FINAL,לא סופי
LY,5120,EL AL ISRAEL AIRLINES,2024-11-11T23:00:00,2024-11-11T23:00:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,NOT FINAL,לא סופי
6H,739,ISRAIR AIRLINES,2024-11-11T23:10:00,2024-11-11T23:10:00,D,KTW,KATOWICE,קטוביץ,KATOWICE,פולין,POLAND,3,16-19,A,ON TIME,בזמן
6H,768,ISRAIR AIRLINES,2024-11-11T23:20:00,2024-11-11T23:20:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
LY,352,EL AL ISRAEL AIRLINES,2024-11-11T23:40:00,2024-11-11T23:40:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
SK,3178,SAS,2024-11-11T23:40:00,2024-11-11T23:40:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
LY,5133,EL AL ISRAEL AIRLINES,2024-11-11T21:00:00,2024-11-11T23:50:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,DELAYED,עיכוב
LY,081,EL AL ISRAEL AIRLINES,2024-11-11T23:55:00,2024-11-11T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
QF,5020,QANTAS AIRWAYS,2024-11-11T23:55:00,2024-11-11T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
TG,4584,THAI AIRWAYS,2024-11-11T23:55:00,2024-11-11T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
VN,3298,VIETNAM AIRLINES,2024-11-11T23:55:00,2024-11-11T23:55:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,ON TIME,בזמן
B6,6481,JETBLUE AIRWAYS CORPORATION,2024-11-12T00:05:00,2024-11-12T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7441,DELTA AIRLINES,2024-11-12T00:05:00,2024-11-12T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,025,EL AL ISRAEL AIRLINES,2024-11-12T00:05:00,2024-11-12T00:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,572,EL AL ISRAEL AIRLINES,2024-11-12T00:15:00,2024-11-12T00:15:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
6H,844,ISRAIR AIRLINES,2024-11-12T00:20:00,2024-11-12T00:20:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
IZ,1212,ARKIA  ISRAELI  AIRLINES,2024-11-12T00:30:00,2024-11-12T00:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-11-12T00:35:00,2024-11-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,384,EL AL ISRAEL AIRLINES,2024-11-12T00:35:00,2024-11-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,5116,EL AL ISRAEL AIRLINES,2024-11-12T00:35:00,2024-11-12T00:35:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,NOT FINAL,לא סופי
SK,3166,SAS,2024-11-12T00:35:00,2024-11-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8897,AIR PORTUGAL,2024-11-12T00:35:00,2024-11-12T00:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AF,7074,AIR FRANCE,2024-11-12T00:40:00,2024-11-12T00:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
LY,328,EL AL ISRAEL AIRLINES,2024-11-12T00:40:00,2024-11-12T00:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
SK,3162,SAS,2024-11-12T00:40:00,2024-11-12T00:40:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
AM,7869,AERO MEXICO,2024-11-12T00:45:00,2024-11-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AM,7875,AERO MEXICO,2024-11-12T00:45:00,2024-11-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-11-12T00:45:00,2024-11-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6451,JETBLUE AIRWAYS CORPORATION,2024-11-12T00:45:00,2024-11-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6461,JETBLUE AIRWAYS CORPORATION,2024-11-12T00:45:00,2024-11-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7424,DELTA AIRLINES,2024-11-12T00:45:00,2024-11-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7428,DELTA AIRLINES,2024-11-12T00:45:00,2024-11-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,001,EL AL ISRAEL AIRLINES,2024-11-12T00:45:00,2024-11-12T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,005,EL AL ISRAEL AIRLINES,2024-11-12T00:45:00,2024-11-12T00:45:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,364,EL AL ISRAEL AIRLINES,2024-11-12T00:45:00,2024-11-12T00:45:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
LY,2368,EL AL ISRAEL AIRLINES,2024-11-12T00:55:00,2024-11-12T00:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
LY,388,EL AL ISRAEL AIRLINES,2024-11-12T00:55:00,2024-11-12T00:55:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
SK,3180,SAS,2024-11-12T00:55:00,2024-11-12T00:55:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
TP,8901,AIR PORTUGAL,2024-11-12T00:55:00,2024-11-12T00:55:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-11-12T01:00:00,2024-11-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6467,JETBLUE AIRWAYS CORPORATION,2024-11-12T01:00:00,2024-11-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6483,JETBLUE AIRWAYS CORPORATION,2024-11-12T01:00:00,2024-11-12T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7437,DELTA AIRLINES,2024-11-12T01:00:00,2024-11-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7443,DELTA AIRLINES,2024-11-12T01:00:00,2024-11-12T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,017,EL AL ISRAEL AIRLINES,2024-11-12T01:00:00,2024-11-12T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,027,EL AL ISRAEL AIRLINES,2024-11-12T01:00:00,2024-11-12T01:00:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
B6,6465,JETBLUE AIRWAYS CORPORATION,2024-11-12T01:05:00,2024-11-12T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
DL,7435,DELTA AIRLINES,2024-11-12T01:05:00,2024-11-12T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,015,EL AL ISRAEL AIRLINES,2024-11-12T01:05:00,2024-11-12T01:05:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
LY,344,EL AL ISRAEL AIRLINES,2024-11-12T02:20:00,2024-11-12T02:20:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
SK,3190,SAS,2024-11-12T02:20:00,2024-11-12T02:20:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
6H,152,ISRAIR AIRLINES,2024-11-12T02:20:00,2024-11-12T02:20:00,A,AGP,MALAGA,מלגה,MALAGA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
LY,376,EL AL ISRAEL AIRLINES,2024-11-12T02:30:00,2024-11-12T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
TP,8913,AIR PORTUGAL,2024-11-12T02:30:00,2024-11-12T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
6H,568,ISRAIR AIRLINES,2024-11-12T02:30:00,2024-11-12T02:30:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
LY,2524,EL AL ISRAEL AIRLINES,2024-11-12T02:45:00,2024-11-12T02:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
AM,7850,AERO MEXICO,2024-11-12T02:55:00,2024-11-12T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
KL,2474,K.L.M.,2024-11-12T02:55:00,2024-11-12T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,336,EL AL ISRAEL AIRLINES,2024-11-12T02:55:00,2024-11-12T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
LY,5134,EL AL ISRAEL AIRLINES,2024-11-12T00:10:00,2024-11-12T02:55:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,DELAYED,עיכוב
SK,3152,SAS,2024-11-12T02:55:00,2024-11-12T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
6H,342,ISRAIR AIRLINES,2024-11-12T03:05:00,2024-11-12T03:05:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
LY,5130,EL AL ISRAEL AIRLINES,2024-11-12T03:30:00,2024-11-12T03:30:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
IZ,424,ARKIA  ISRAELI  AIRLINES,2024-11-12T04:00:00,2024-11-12T04:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
IZ,292,ARKIA  ISRAELI  AIRLINES,2024-11-12T04:20:00,2024-11-12T04:20:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
IZ,336,ARKIA  ISRAELI  AIRLINES,2024-11-12T04:35:00,2024-11-12T04:35:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
AM,7876,AERO MEXICO,2024-11-12T04:45:00,2024-11-12T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,318,EL AL ISRAEL AIRLINES,2024-11-12T04:45:00,2024-11-12T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
SK,3174,SAS,2024-11-12T04:45:00,2024-11-12T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
VS,7496,VIRGIN ATLANTIC AIRWAYS,2024-11-12T04:45:00,2024-11-12T04:45:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
IZ,413,ARKIA  ISRAELI  AIRLINES,2024-11-12T05:30:00,2024-11-12T05:30:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,34-47,B,ON TIME,בזמן
AF,7067,AIR FRANCE,2024-11-12T05:50:00,2024-11-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
AM,7867,AERO MEXICO,2024-11-12T05:50:00,2024-11-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
LY,319,EL AL ISRAEL AIRLINES,2024-11-12T05:50:00,2024-11-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
SK,3161,SAS,2024-11-12T05:50:00,2024-11-12T05:50:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,ON TIME,בזמן
DL,7454,DELTA AIRLINES,2024-11-12T05:55:00,2024-11-12T05:55:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
IZ,932,ARKIA  ISRAELI  AIRLINES,2024-11-12T05:55:00,2024-11-12T05:55:00,A,MAN,MANCHESTER,מנצ'סטר,MANCHESTER,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
LY,353,EL AL ISRAEL AIRLINES,2024-11-12T05:55:00,2024-11-12T05:55:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,357,EL AL ISRAEL AIRLINES,2024-11-12T05:55:00,2024-11-12T05:55:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,5113,EL AL ISRAEL AIRLINES,2024-11-12T05:55:00,2024-11-12T05:55:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,78-99,D,ON TIME,בזמן
SK,3165,SAS,2024-11-12T05:55:00,2024-11-12T05:55:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
6H,885,ISRAIR AIRLINES,2024-11-12T05:55:00,2024-11-12T05:55:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,12-15,A,ON TIME,בזמן
AM,7864,AERO MEXICO,2024-11-12T06:00:00,2024-11-12T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
B6,6484,JETBLUE AIRWAYS CORPORATION,2024-11-12T06:00:00,2024-11-12T06:00:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
DL,7444,DELTA AIRLINES,2024-11-12T06:00:00,2024-11-12T06:00:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
KL,2473,K.L.M.,2024-11-12T06:00:00,2024-11-12T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,028,EL AL ISRAEL AIRLINES,2024-11-12T06:00:00,2024-11-12T06:00:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,2371,EL AL ISRAEL AIRLINES,2024-11-12T06:00:00,2024-11-12T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
LY,337,EL AL ISRAEL AIRLINES,2024-11-12T06:00:00,2024-11-12T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
LY,971,EL AL ISRAEL AIRLINES,2024-11-12T06:00:00,2024-11-12T06:00:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,78-99,D,ON TIME,בזמן
SK,3155,SAS,2024-11-12T06:00:00,2024-11-12T06:00:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,ON TIME,בזמן
SK,3157,SAS,2024-11-12T06:00:00,2024-11-12T06:00:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,78-99,D,ON TIME,בזמן
DL,7440,DELTA AIRLINES,2024-11-12T06:05:00,2024-11-12T06:05:00,A,FLL,FORT LAUDERDALE,פורט לאודרדייל,FORT LAUDERDALE,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
ET,404,ETHIOPIAN AIRLINES,2024-11-12T06:05:00,2024-11-12T06:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
LY,022,EL AL ISRAEL AIRLINES,2024-11-12T06:05:00,2024-11-12T06:05:00,A,FLL,FORT LAUDERDALE,פורט לאודרדייל,FORT LAUDERDALE,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
LY,8804,EL AL ISRAEL AIRLINES,2024-11-12T06:05:00,2024-11-12T06:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-11-12T06:10:00,2024-11-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
IZ,213,ARKIA  ISRAELI  AIRLINES,2024-11-12T06:10:00,2024-11-12T06:10:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,34-47,B,ON TIME,בזמן
IZ,281,ARKIA  ISRAELI  AIRLINES,2024-11-12T06:10:00,2024-11-12T06:10:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,34-47,B,ON TIME,בזמן
LY,082,EL AL ISRAEL AIRLINES,2024-11-12T06:10:00,2024-11-12T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
LY,385,EL AL ISRAEL AIRLINES,2024-11-12T06:10:00,2024-11-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
QF,5021,QANTAS AIRWAYS,2024-11-12T06:10:00,2024-11-12T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
SK,3167,SAS,2024-11-12T06:10:00,2024-11-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
TG,4583,THAI AIRWAYS,2024-11-12T06:10:00,2024-11-12T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
TP,8898,AIR PORTUGAL,2024-11-12T06:10:00,2024-11-12T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,ON TIME,בזמן
VN,3299,VIETNAM AIRLINES,2024-11-12T06:10:00,2024-11-12T06:10:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
AM,7879,AERO MEXICO,2024-11-12T06:15:00,2024-11-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
AR,7871,AEROLINEAS ARGENTINAS S.A.,2024-11-12T06:15:00,2024-11-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
IB,7714,IBERIA,2024-11-12T06:15:00,2024-11-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
LY,395,EL AL ISRAEL AIRLINES,2024-11-12T06:15:00,2024-11-12T06:15:00,D,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,78-99,D,ON TIME,בזמן
